source,license,type,path,expected_label,expected_detail_file,standard_clause,frame_rate,color_space,dynamic_range,resolution,codec,generation_params,provenance_commit,notes
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/30fps_alternating_01/f006c035.mp4,PASS,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/30fps_alternating_01.csv,general flash counting / 3-flashes-per-second; per applicable standards [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1;trace24;wcag2.2-sc2.3.1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/f006c035.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=30fps_alternating_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/30fps_alternating_01/f006f031.mp4,FAIL,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/30fps_alternating_01.csv,general flash counting / 3-flashes-per-second; per applicable standards [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1;trace24;wcag2.2-sc2.3.1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/f006f031.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=30fps_alternating_01; flash_type=Luminance; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/30fps_alternating_01/f007c032.mp4,PASS,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/30fps_alternating_01.csv,general flash counting / 3-flashes-per-second; per applicable standards [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1;trace24;wcag2.2-sc2.3.1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/f007c032.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=30fps_alternating_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/30fps_alternating_01/f007c038.mp4,PASS,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/30fps_alternating_01.csv,general flash counting / 3-flashes-per-second; per applicable standards [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1;trace24;wcag2.2-sc2.3.1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/f007c038.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=30fps_alternating_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/30fps_alternating_01/f008c035.mp4,PASS,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/30fps_alternating_01.csv,general flash counting / 3-flashes-per-second; per applicable standards [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1;trace24;wcag2.2-sc2.3.1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/f008c035.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=30fps_alternating_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/30fps_alternating_01/f008c036.mp4,PASS,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/30fps_alternating_01.csv,general flash counting / 3-flashes-per-second; per applicable standards [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1;trace24;wcag2.2-sc2.3.1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/30fps_alternating_01/f008c036.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=30fps_alternating_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/a001f008.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/a001f008.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/a002f002.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/a002f002.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/a003f031.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/a003f031.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/a004f026.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/a004f026.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/a005f015.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/a005f015.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/a006fr007.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/a006fr007.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/a007fr014.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/a007fr014.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/a008f013.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/a008f013.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f001c001.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f001c001.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f001f005.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f001f005.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f001l012.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f001l012.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f001y033.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f001y033.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance1
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f002cr015.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f002cr015.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f002f038.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f002f038.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f002l008.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f002l008.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f002y017.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f002y017.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance1
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f003c028.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f003c028.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f003f014.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f003f014.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f003lr013.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f003lr013.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f003y012.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f003y012.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance1
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f004c012.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f004c012.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f004f013.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f004f013.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f004l025.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f004l025.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f004y024.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f004y024.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance1
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f005cr006.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f005cr006.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f005f021.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f005f021.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f005l006.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f005l006.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f005y036.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f005y036.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=luminance1
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_01/f006c004.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/broadcast_30fps_01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_01/f006c004.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_01; flash_type=Luminance; upstream_limiting_dimension=count
